,image,station,label
69935,69936.jpg,hsn_20201227,detritus
69937,69938.jpg,dn_20210111,dry
69945,69946.jpg,dn_20210114,part<Crustacea
69956,69957.jpg,hsn_20210120_4k,transparent
69972,69973.jpg,hsn_20210120_4k,Diatoma
69979,69980.jpg,hsn_20210120_4k,detritus
69983,69984.jpg,dn_20210122,Cyanobacteria
69988,69989.jpg,dn_20210111,Steenstrupiella
70005,70006.jpg,hsn_20210120_4k,detritus
70016,70017.jpg,dn_20210111,Pyrocystaceae
70038,70039.jpg,hsn_20201227,detritus
70054,70055.jpg,dn_20210111,detritus
70056,70057.jpg,dn_20210114,detritus
70057,70058.jpg,dn_20210122,Cyanobacteria
70063,70064.jpg,dn_20210111,detritus
70082,70083.jpg,dn_20210114,Neoceratium macroceros
70088,70089.jpg,hsn_20201227,Copepoda
70113,70114.jpg,dn_20210111,detritus
70117,70118.jpg,hsn_20201227,part<Crustacea
70127,70128.jpg,dn_20210111,round cells
70128,70129.jpg,hsn_20210120_4k,Diatoma
70141,70142.jpg,dn_20210122,detritus
70157,70158.jpg,dn_20210122,Cyanobacteria
70159,70160.jpg,hsn_20210120_4k,detritus
70163,70164.jpg,dn_20210111,detritus
70164,70165.jpg,hsn_20210120_4k,Diatoma
70172,70173.jpg,dn_20210111,Dictyochophyceae
70188,70189.jpg,hsn_20210120_4k,transparent
70195,70196.jpg,hsn_20210120_4k,detritus
70206,70207.jpg,dn_20210122,Diatoma
70214,70215.jpg,hsn_20210120_4k,detritus
70235,70236.jpg,dn_20210122,detritus
70238,70239.jpg,dn_20210122,nauplii
70239,70240.jpg,dn_20210111,transparent
70242,70243.jpg,dn_20210111,lightrods
70250,70251.jpg,dn_20210111,Cyanobacteria
70252,70253.jpg,dn_20210111,detritus
70268,70269.jpg,hsn_20201227,Neoceratium fusus
70269,70270.jpg,dn_20210114,detritus
70320,70321.jpg,dn_20210122,detritus
70335,70336.jpg,hsn_20201227,transparent
70348,70349.jpg,dn_20210122,round cells
70361,70362.jpg,dn_20210111,Neoceratium pentagonum
70363,70364.jpg,dn_20210122,Cyanobacteria
70371,70372.jpg,hsn_20210120_4k,detritus
70376,70377.jpg,dn_20210111,Bacillariophyta
70390,70391.jpg,dn_20210122,detritus
70401,70402.jpg,dn_20210111,multiple<other
70408,70409.jpg,dn_20210111,Steenstrupiella
70410,70411.jpg,dn_20210122,Cyanobacteria
70438,70439.jpg,dn_20210122,Ciliophora
70439,70440.jpg,dn_20210111,detritus
70451,70452.jpg,hsn_20201227,detritus
70453,70454.jpg,dn_20210114,round cells
70456,70457.jpg,hsn_20210120_4k,Cyanobacteria
70474,70475.jpg,dn_20210111,Cyanobacteria
70504,70505.jpg,dn_20210122,Cyanobacteria
70515,70516.jpg,hsn_20210120_4k,lightrods
70526,70527.jpg,dn_20210122,Cyanobacteria
70528,70529.jpg,dn_20210114,round cells
70560,70561.jpg,dn_20210122,Diatoma
70570,70571.jpg,dn_20210111,detritus
70578,70579.jpg,dn_20210114,detritus
70579,70580.jpg,dn_20210111,detritus
70580,70581.jpg,dn_20210114,Chaetoceros
70587,70588.jpg,dn_20210111,Cyanobacteria
70599,70600.jpg,dn_20210114,round cells
70600,70601.jpg,dn_20210122,Cyanobacteria
70602,70603.jpg,hsn_20210120_4k,Cyanobacteria
70614,70615.jpg,dn_20210111,round cells
70627,70628.jpg,dn_20210111,multiple<other
70644,70645.jpg,dn_20210111,nauplii
70648,70649.jpg,dn_20210122,Cyanobacteria
70650,70651.jpg,dn_20210114,detritus
70651,70652.jpg,dn_20210122,Cyanobacteria
70653,70654.jpg,dn_20210111,Neoceratium pentagonum
70656,70657.jpg,dn_20210122,Cyanobacteria
70675,70676.jpg,dn_20210122,Cyanobacteria
70677,70678.jpg,dn_20210111,Cyanobacteria
70684,70685.jpg,dn_20210111,Acantharia
70685,70686.jpg,dn_20210122,Cyanobacteria
70686,70687.jpg,dn_20210122,detritus
70696,70697.jpg,dn_20210122,Cyanobacteria
70704,70705.jpg,hsn_20210120_4k,transparent
70718,70719.jpg,dn_20210111,detritus
70753,70754.jpg,dn_20210111,detritus
70767,70768.jpg,dn_20210114,Dadayiella
70768,70769.jpg,dn_20210111,Neoceratium pentagonum
70773,70774.jpg,dn_20210114,detritus
70787,70788.jpg,dn_20210114,detritus
70842,70843.jpg,dn_20210111,detritus
70851,70852.jpg,dn_20210111,Cyanobacteria
70866,70867.jpg,hsn_20210120_4k,Cyanobacteria
70868,70869.jpg,dn_20210114,detritus
70877,70878.jpg,dn_20210111,elongated cells
70892,70893.jpg,dn_20210122,detritus
70927,70928.jpg,hsn_20210120_4k,detritus
70944,70945.jpg,dn_20210114,detritus
70946,70947.jpg,hsn_20210120_4k,dry
70949,70950.jpg,dn_20210114,detritus
70952,70953.jpg,hsn_20210120_4k,transparent
70957,70958.jpg,dn_20210114,detritus
70977,70978.jpg,dn_20210111,round cells
71009,71010.jpg,dn_20210111,detritus
71018,71019.jpg,dn_20210114,detritus
71021,71022.jpg,dn_20210114,Eutintinnus
71038,71039.jpg,dn_20210111,detritus
71046,71047.jpg,dn_20210122,detritus
71057,71058.jpg,dn_20210122,Neoceratium pentagonum
71079,71080.jpg,dn_20210111,multiple<other
71084,71085.jpg,hsn_20201227,round cells
71085,71086.jpg,hsn_20201227,Codonellidae
71105,71106.jpg,dn_20210122,Cyanobacteria
71107,71108.jpg,hsn_20201227,part<Crustacea
71119,71120.jpg,dn_20210111,round cells
71122,71123.jpg,hsn_20201227,detritus
71128,71129.jpg,hsn_20210120_4k,detritus
71135,71136.jpg,dn_20210122,Cyanobacteria
71171,71172.jpg,dn_20210122,detritus
71183,71184.jpg,dn_20210111,Neoceratium pentagonum
71191,71192.jpg,dn_20210122,round cells
71201,71202.jpg,dn_20210122,round cells
71204,71205.jpg,dn_20210111,Dictyochophyceae
71207,71208.jpg,dn_20210122,detritus
71236,71237.jpg,dn_20210111,round cells
71239,71240.jpg,dn_20210122,Cyanobacteria
71242,71243.jpg,dn_20210122,detritus
71251,71252.jpg,hsn_20210120_4k,detritus
71253,71254.jpg,dn_20210122,round cells
71288,71289.jpg,dn_20210111,round cells
71293,71294.jpg,dn_20210111,rods
71294,71295.jpg,dn_20210122,Dinophyceae
71301,71302.jpg,hsn_20210120_4k,detritus
71315,71316.jpg,dn_20210111,detritus
71326,71327.jpg,dn_20210122,detritus
71338,71339.jpg,dn_20210111,detritus
71376,71377.jpg,dn_20210122,round cells
71380,71381.jpg,dn_20210111,Steenstrupiella
71391,71392.jpg,dn_20210122,multiple<other
71412,71413.jpg,dn_20210111,detritus
71413,71414.jpg,dn_20210114,Rhabdonella
71414,71415.jpg,dn_20210111,round cells
71422,71423.jpg,dn_20210111,Cyanobacteria
71423,71424.jpg,dn_20210122,Diatoma
71435,71436.jpg,dn_20210122,detritus
71461,71462.jpg,dn_20210111,Neoceratium fusus
71478,71479.jpg,dn_20210114,part<Crustacea
71493,71494.jpg,hsn_20201227,Eutintinnus
71500,71501.jpg,dn_20210114,detritus
71502,71503.jpg,hsn_20210120_4k,dry
71511,71512.jpg,dn_20210114,round cells
71512,71513.jpg,dn_20210122,detritus
71527,71528.jpg,dn_20210122,Cyanobacteria
71556,71557.jpg,hsn_20210120_4k,detritus
71559,71560.jpg,dn_20210122,Cyanobacteria
71561,71562.jpg,dn_20210122,Neoceratium pentagonum
71585,71586.jpg,dn_20210111,detritus
71590,71591.jpg,hsn_20210120_4k,dry
71591,71592.jpg,dn_20210111,round cells
71594,71595.jpg,dn_20210111,Cyanobacteria
71611,71612.jpg,hsn_20201227,part<Crustacea
71622,71623.jpg,dn_20210114,detritus
71643,71644.jpg,dn_20210122,Diatoma
71649,71650.jpg,dn_20210122,Cyanobacteria
71669,71670.jpg,dn_20210111,Chaetoceros
71671,71672.jpg,dn_20210114,round cells
71679,71680.jpg,dn_20210111,part<Crustacea
71685,71686.jpg,dn_20210114,detritus
71694,71695.jpg,dn_20210111,Bacillariophyta
71739,71740.jpg,dn_20210114,detritus
71759,71760.jpg,dn_20210122,round cells
71760,71761.jpg,dn_20210111,detritus
71781,71782.jpg,hsn_20201227,detritus
71792,71793.jpg,dn_20210111,Cyanobacteria
71807,71808.jpg,dn_20210122,elongated cells
71809,71810.jpg,dn_20210122,Cyanobacteria
71820,71821.jpg,hsn_20201227,nauplii
71822,71823.jpg,dn_20210122,detritus
71829,71830.jpg,dn_20210111,detritus
71832,71833.jpg,dn_20210114,part<Crustacea
71844,71845.jpg,dn_20210111,detritus
71852,71853.jpg,hsn_20210120_4k,rods
71863,71864.jpg,dn_20210114,nauplii
71876,71877.jpg,dn_20210111,detritus
71878,71879.jpg,dn_20210111,round cells
71879,71880.jpg,dn_20210111,detritus
71880,71881.jpg,dn_20210111,round cells
71895,71896.jpg,hsn_20201227,detritus
71903,71904.jpg,hsn_20201227,Coscinodiscophycidae
71910,71911.jpg,hsn_20210120_4k,multiple<other
71920,71921.jpg,dn_20210111,detritus
71929,71930.jpg,dn_20210122,Cyanobacteria
71939,71940.jpg,dn_20210122,detritus
71947,71948.jpg,dn_20210114,round cells
71948,71949.jpg,dn_20210122,part<Crustacea
71957,71958.jpg,dn_20210122,Cyanobacteria
71965,71966.jpg,hsn_20210120_4k,rods
71967,71968.jpg,dn_20210111,detritus
71970,71971.jpg,dn_20210111,Acantharia
72018,72019.jpg,hsn_20201227,nauplii
72029,72030.jpg,hsn_20201227,detritus
72038,72039.jpg,dn_20210111,multiple<other
72041,72042.jpg,hsn_20201227,detritus
72059,72060.jpg,dn_20210122,Cyanobacteria
72088,72089.jpg,hsn_20210120_4k,Diatoma
72094,72095.jpg,hsn_20201227,Calanoida
72097,72098.jpg,dn_20210114,Undellidae
72108,72109.jpg,hsn_20201227,Copepoda
72116,72117.jpg,dn_20210111,detritus
72118,72119.jpg,dn_20210122,Cyanobacteria
72122,72123.jpg,dn_20210122,round cells
72124,72125.jpg,dn_20210111,detritus
72139,72140.jpg,hsn_20201227,detritus
72148,72149.jpg,dn_20210111,dry
72151,72152.jpg,dn_20210111,Neoceratium pentagonum
72158,72159.jpg,dn_20210122,detritus
72161,72162.jpg,dn_20210111,detritus
72175,72176.jpg,dn_20210122,Cyanobacteria
72176,72177.jpg,dn_20210114,detritus
72182,72183.jpg,dn_20210111,round cells
72189,72190.jpg,hsn_20201227,detritus
72203,72204.jpg,dn_20210122,Cyanobacteria
72217,72218.jpg,hsn_20201227,detritus
72223,72224.jpg,dn_20210122,multiple<other
72232,72233.jpg,hsn_20210120_4k,detritus
72241,72242.jpg,hsn_20201227,lightrods
72244,72245.jpg,dn_20210111,Cyanobacteria
72265,72266.jpg,dn_20210114,detritus
72272,72273.jpg,dn_20210111,detritus
72283,72284.jpg,dn_20210122,Diatoma
72314,72315.jpg,dn_20210111,Steenstrupiella
72316,72317.jpg,dn_20210122,Cyanobacteria
72320,72321.jpg,dn_20210111,detritus
72371,72372.jpg,dn_20210111,detritus
72380,72381.jpg,dn_20210114,Ciliophora
72386,72387.jpg,dn_20210111,Neoceratium pentagonum
72387,72388.jpg,hsn_20201227,Chaetoceros
72394,72395.jpg,dn_20210111,detritus
72406,72407.jpg,dn_20210111,detritus
72436,72437.jpg,hsn_20210120_4k,Diatoma
72443,72444.jpg,dn_20210111,detritus
72450,72451.jpg,dn_20210111,Cyanobacteria
72451,72452.jpg,dn_20210114,Steenstrupiella
72487,72488.jpg,dn_20210122,detritus
72508,72509.jpg,hsn_20210120_4k,transparent
72526,72527.jpg,dn_20210122,artefact
72537,72538.jpg,dn_20210114,detritus
72540,72541.jpg,hsn_20201227,detritus
72542,72543.jpg,dn_20210122,Cyanobacteria
72548,72549.jpg,dn_20210122,Neoceratium pentagonum
72555,72556.jpg,dn_20210111,multiple<other
72573,72574.jpg,dn_20210114,detritus
72576,72577.jpg,hsn_20210120_4k,detritus
72579,72580.jpg,dn_20210111,round cells
72584,72585.jpg,dn_20210111,detritus
72585,72586.jpg,hsn_20201227,Calanoida
72598,72599.jpg,dn_20210122,Cyanobacteria
72607,72608.jpg,dn_20210111,Cyanobacteria
72628,72629.jpg,hsn_20210120_4k,detritus
72636,72637.jpg,dn_20210114,round cells
72675,72676.jpg,hsn_20201227,lightrods
72680,72681.jpg,dn_20210111,round cells
72681,72682.jpg,dn_20210111,Steenstrupiella
72688,72689.jpg,dn_20210114,detritus
72691,72692.jpg,hsn_20210120_4k,Diatoma
72694,72695.jpg,hsn_20210120_4k,dry
72716,72717.jpg,dn_20210111,detritus
72717,72718.jpg,dn_20210122,detritus
72731,72732.jpg,hsn_20201227,Rhizaria
72733,72734.jpg,dn_20210122,part<Ciliophora
72739,72740.jpg,dn_20210122,Cyanobacteria
72740,72741.jpg,dn_20210111,multiple<other
72754,72755.jpg,dn_20210111,detritus
72764,72765.jpg,dn_20210111,detritus
72766,72767.jpg,dn_20210114,Spumellaria
72771,72772.jpg,dn_20210111,Cyanobacteria
72792,72793.jpg,hsn_20201227,round cells
72809,72810.jpg,hsn_20210120_4k,detritus
72812,72813.jpg,dn_20210114,round cells
72815,72816.jpg,hsn_20201227,transparent
72827,72828.jpg,dn_20210111,Cyanobacteria
72828,72829.jpg,dn_20210122,Cyanobacteria
72831,72832.jpg,dn_20210111,detritus
72835,72836.jpg,dn_20210114,detritus
72841,72842.jpg,hsn_20201227,detritus
72869,72870.jpg,hsn_20201227,nauplii
72875,72876.jpg,dn_20210122,part<Crustacea
72893,72894.jpg,hsn_20201227,detritus
72922,72923.jpg,dn_20210122,Cyanobacteria
72925,72926.jpg,dn_20210122,Hemiaulus
72926,72927.jpg,hsn_20210120_4k,transparent
72934,72935.jpg,dn_20210122,Cyanobacteria
72935,72936.jpg,dn_20210111,Cyanobacteria
72940,72941.jpg,dn_20210111,detritus
72952,72953.jpg,dn_20210122,detritus
72957,72958.jpg,dn_20210111,detritus
72972,72973.jpg,dn_20210111,Salpingella
72993,72994.jpg,hsn_20201227,multiple<other
73003,73004.jpg,dn_20210114,detritus
73018,73019.jpg,dn_20210111,transparent
73033,73034.jpg,hsn_20210120_4k,detritus
73042,73043.jpg,dn_20210114,detritus
73044,73045.jpg,dn_20210122,Cyanobacteria
73048,73049.jpg,hsn_20201227,Neoceratium
73061,73062.jpg,hsn_20210120_4k,detritus
73073,73074.jpg,dn_20210111,detritus
73087,73088.jpg,dn_20210122,Cyanobacteria
73090,73091.jpg,dn_20210111,detritus
73098,73099.jpg,dn_20210114,round cells
73104,73105.jpg,dn_20210111,detritus
73118,73119.jpg,dn_20210114,cyst
73121,73122.jpg,dn_20210111,detritus
73123,73124.jpg,hsn_20210120_4k,dry
73126,73127.jpg,dn_20210122,Cyanobacteria
73134,73135.jpg,hsn_20201227,nauplii
73136,73137.jpg,dn_20210122,Cyanobacteria
73137,73138.jpg,hsn_20210120_4k,transparent
73140,73141.jpg,dn_20210122,Cyanobacteria
73142,73143.jpg,dn_20210122,detritus
73148,73149.jpg,dn_20210111,Neoceratium pentagonum
73156,73157.jpg,dn_20210122,Cyanobacteria
73157,73158.jpg,dn_20210122,Cyanobacteria
73172,73173.jpg,dn_20210111,detritus
73189,73190.jpg,dn_20210122,detritus
73195,73196.jpg,hsn_20210120_4k,detritus
73197,73198.jpg,dn_20210111,detritus
73198,73199.jpg,hsn_20210120_4k,detritus
73209,73210.jpg,dn_20210111,Rhizaria
73222,73223.jpg,hsn_20210120_4k,Cyanobacteria
73225,73226.jpg,dn_20210114,detritus
73237,73238.jpg,dn_20210111,Cyanobacteria
73241,73242.jpg,dn_20210111,detritus
73261,73262.jpg,dn_20210114,detritus
73272,73273.jpg,dn_20210111,Steenstrupiella
73290,73291.jpg,hsn_20210120_4k,detritus
73296,73297.jpg,hsn_20210120_4k,detritus
73314,73315.jpg,hsn_20201227,part<Crustacea
73333,73334.jpg,dn_20210122,Cyanobacteria
73336,73337.jpg,dn_20210122,detritus
73348,73349.jpg,hsn_20201227,detritus
73357,73358.jpg,dn_20210111,multiple<other
73358,73359.jpg,dn_20210122,Cyanobacteria
73367,73368.jpg,dn_20210111,detritus
73373,73374.jpg,hsn_20210120_4k,Hemiaulus
73384,73385.jpg,hsn_20201227,Dictyocysta
73391,73392.jpg,dn_20210111,nauplii
73425,73426.jpg,dn_20210122,detritus
73448,73449.jpg,hsn_20210120_4k,detritus
73454,73455.jpg,dn_20210111,Acantharia
73456,73457.jpg,dn_20210122,detritus
73465,73466.jpg,dn_20210111,dry
73476,73477.jpg,hsn_20210120_4k,Cyanobacteria
73477,73478.jpg,hsn_20210120_4k,detritus
73479,73480.jpg,dn_20210111,artefact
73481,73482.jpg,dn_20210111,Cyanobacteria
73487,73488.jpg,dn_20210111,Cyanobacteria
73509,73510.jpg,dn_20210111,lightrods
73511,73512.jpg,dn_20210111,detritus
73515,73516.jpg,dn_20210111,Steenstrupiella
73528,73529.jpg,dn_20210111,detritus
73533,73534.jpg,dn_20210111,detritus
73570,73571.jpg,dn_20210111,artefact
73589,73590.jpg,dn_20210122,detritus
73591,73592.jpg,dn_20210111,Cyanobacteria
73606,73607.jpg,dn_20210122,Cyanobacteria
73611,73612.jpg,hsn_20210120_4k,detritus
73618,73619.jpg,hsn_20201227,Neoceratium
73630,73631.jpg,dn_20210111,transparent
73669,73670.jpg,hsn_20210120_4k,detritus
73671,73672.jpg,hsn_20201227,nauplii
73675,73676.jpg,hsn_20210120_4k,Diatoma
73683,73684.jpg,dn_20210111,round cells
73686,73687.jpg,hsn_20210120_4k,detritus
73708,73709.jpg,dn_20210122,detritus
73728,73729.jpg,dn_20210111,detritus
73737,73738.jpg,hsn_20201227,detritus
73740,73741.jpg,dn_20210111,Cyanobacteria
73744,73745.jpg,hsn_20210120_4k,Diatoma
73750,73751.jpg,dn_20210122,Cyanobacteria
73751,73752.jpg,hsn_20210120_4k,Diatoma
73775,73776.jpg,hsn_20201227,Copepoda
73776,73777.jpg,hsn_20201227,pennate
73794,73795.jpg,dn_20210111,detritus
73795,73796.jpg,hsn_20201227,Codonellidae
73813,73814.jpg,hsn_20210120_4k,Cyanobacteria
73829,73830.jpg,dn_20210111,Cyanobacteria
73869,73870.jpg,hsn_20210120_4k,detritus
73905,73906.jpg,dn_20210111,Steenstrupiella
73911,73912.jpg,hsn_20210120_4k,Diatoma
73912,73913.jpg,hsn_20201227,nauplii
73916,73917.jpg,dn_20210122,Cyanobacteria
73919,73920.jpg,dn_20210111,Cyanobacteria
73929,73930.jpg,dn_20210122,Cyanobacteria
73943,73944.jpg,dn_20210122,Cyanobacteria
73944,73945.jpg,dn_20210122,Chaetoceros
73961,73962.jpg,hsn_20210120_4k,transparent
73964,73965.jpg,dn_20210111,round cells
73982,73983.jpg,dn_20210122,detritus
73995,73996.jpg,dn_20210111,multiple<other
73999,74000.jpg,dn_20210122,detritus
74007,74008.jpg,dn_20210122,Cyanobacteria
74033,74034.jpg,dn_20210122,detritus
74057,74058.jpg,dn_20210122,detritus
74059,74060.jpg,dn_20210114,round cells
74060,74061.jpg,dn_20210122,Diatoma
74062,74063.jpg,dn_20210122,Cyanobacteria
74077,74078.jpg,dn_20210111,Ciliophora
74100,74101.jpg,dn_20210114,Cyanobacteria
74109,74110.jpg,hsn_20210120_4k,detritus
74111,74112.jpg,dn_20210111,detritus
74121,74122.jpg,dn_20210122,Diatoma
74134,74135.jpg,dn_20210111,detritus
74149,74150.jpg,hsn_20210120_4k,Diatoma
74161,74162.jpg,dn_20210122,detritus
74164,74165.jpg,dn_20210122,Cyanobacteria
74177,74178.jpg,dn_20210111,Cyanobacteria
74191,74192.jpg,dn_20210122,Cyanobacteria
74198,74199.jpg,dn_20210111,round cells
74209,74210.jpg,dn_20210111,Cyanobacteria
74211,74212.jpg,dn_20210122,Dinophyceae X
74213,74214.jpg,dn_20210111,part<Crustacea
74217,74218.jpg,dn_20210114,detritus
74230,74231.jpg,hsn_20210120_4k,dry
74235,74236.jpg,dn_20210111,detritus
74280,74281.jpg,dn_20210114,detritus
74299,74300.jpg,dn_20210111,Steenstrupiella
74313,74314.jpg,dn_20210114,detritus
74314,74315.jpg,dn_20210122,Eucampia
74335,74336.jpg,hsn_20201227,detritus
74341,74342.jpg,hsn_20210120_4k,Diatoma
74359,74360.jpg,dn_20210111,artefact
74362,74363.jpg,dn_20210111,Steenstrupiella
74367,74368.jpg,hsn_20210120_4k,detritus
74372,74373.jpg,hsn_20210120_4k,Diatoma
74376,74377.jpg,dn_20210114,detritus
74379,74380.jpg,dn_20210111,dry
74418,74419.jpg,hsn_20201227,lightrods
74419,74420.jpg,dn_20210114,part<Crustacea
74443,74444.jpg,hsn_20201227,detritus
74444,74445.jpg,dn_20210111,detritus
74466,74467.jpg,dn_20210114,Rhabdonella
74494,74495.jpg,dn_20210111,rods
74509,74510.jpg,dn_20210122,Neoceratium pentagonum
74524,74525.jpg,dn_20210122,round cells
74530,74531.jpg,dn_20210111,detritus
74553,74554.jpg,hsn_20201227,detritus
74584,74585.jpg,dn_20210111,Steenstrupiella
74587,74588.jpg,dn_20210111,part<Crustacea
74588,74589.jpg,dn_20210122,puff
74595,74596.jpg,hsn_20210120_4k,dry
74623,74624.jpg,dn_20210122,Cyanobacteria
74625,74626.jpg,dn_20210122,detritus
74643,74644.jpg,dn_20210111,detritus
74647,74648.jpg,dn_20210122,detritus
74652,74653.jpg,dn_20210122,detritus
74664,74665.jpg,hsn_20210120_4k,detritus
74675,74676.jpg,hsn_20201227,Undellidae
74686,74687.jpg,dn_20210114,round cells
74695,74696.jpg,dn_20210111,detritus
74697,74698.jpg,dn_20210122,detritus
74703,74704.jpg,dn_20210122,Diatoma
74714,74715.jpg,dn_20210111,detritus
74717,74718.jpg,dn_20210111,detritus
74738,74739.jpg,dn_20210122,Cyanobacteria
74745,74746.jpg,hsn_20201227,detritus
74776,74777.jpg,dn_20210111,Cyanobacteria
74779,74780.jpg,dn_20210111,detritus
74793,74794.jpg,dn_20210122,transparent
74801,74802.jpg,hsn_20201227,detritus
74804,74805.jpg,dn_20210111,Acantharia
74812,74813.jpg,dn_20210111,dry
74836,74837.jpg,hsn_20210120_4k,transparent
74838,74839.jpg,hsn_20210120_4k,Diatoma
74845,74846.jpg,dn_20210111,round cells
74849,74850.jpg,dn_20210111,round cells
74851,74852.jpg,dn_20210122,Cyanobacteria
74873,74874.jpg,dn_20210111,detritus
74881,74882.jpg,hsn_20201227,detritus
74883,74884.jpg,dn_20210122,Copepoda
74899,74900.jpg,dn_20210114,detritus
74901,74902.jpg,dn_20210111,detritus
74913,74914.jpg,dn_20210122,Cyanobacteria
74919,74920.jpg,dn_20210122,Cyanobacteria
74922,74923.jpg,dn_20210122,Diatoma
74924,74925.jpg,dn_20210114,round cells
74930,74931.jpg,dn_20210111,Rhabdonella
74935,74936.jpg,hsn_20210120_4k,Cyanobacteria
74990,74991.jpg,dn_20210122,Cyanobacteria
74991,74992.jpg,dn_20210122,Cyanobacteria
75008,75009.jpg,dn_20210122,Cyanobacteria
75009,75010.jpg,dn_20210122,Cyanobacteria
75035,75036.jpg,dn_20210122,Cyanobacteria
75040,75041.jpg,hsn_20201227,detritus
75041,75042.jpg,dn_20210114,Neoceratium tripos
75056,75057.jpg,hsn_20201227,Chaetoceros
75075,75076.jpg,dn_20210111,artefact
75099,75100.jpg,dn_20210111,detritus
75118,75119.jpg,dn_20210111,Rhizaria
75153,75154.jpg,dn_20210122,Cyanobacteria
75156,75157.jpg,dn_20210111,Cyanobacteria
75169,75170.jpg,hsn_20201227,multiple<other
75176,75177.jpg,dn_20210111,round cells
75182,75183.jpg,dn_20210111,detritus
75184,75185.jpg,dn_20210114,detritus
75197,75198.jpg,dn_20210111,detritus
75198,75199.jpg,dn_20210111,multiple<other
75214,75215.jpg,dn_20210122,round cells
75220,75221.jpg,dn_20210111,rods
75225,75226.jpg,dn_20210111,Cyanobacteria
75233,75234.jpg,hsn_20210120_4k,ghost
75249,75250.jpg,hsn_20201227,detritus
75268,75269.jpg,dn_20210111,detritus
75275,75276.jpg,hsn_20210120_4k,detritus
75278,75279.jpg,dn_20210111,Steenstrupiella
75283,75284.jpg,dn_20210122,Diatoma
75287,75288.jpg,dn_20210122,detritus
75289,75290.jpg,dn_20210114,Cyanobacteria
75297,75298.jpg,dn_20210122,detritus
75320,75321.jpg,dn_20210111,detritus
75331,75332.jpg,hsn_20201227,Codonellidae
75346,75347.jpg,dn_20210111,Cyanobacteria
75347,75348.jpg,dn_20210122,Eucampia
75382,75383.jpg,dn_20210114,detritus
75385,75386.jpg,dn_20210111,detritus
75389,75390.jpg,dn_20210111,Cyanobacteria
75417,75418.jpg,dn_20210122,Cyanobacteria
75424,75425.jpg,hsn_20201227,detritus
75428,75429.jpg,hsn_20201227,rods
75450,75451.jpg,dn_20210111,detritus
75466,75467.jpg,dn_20210111,detritus
75485,75486.jpg,dn_20210114,transparent
75488,75489.jpg,hsn_20201227,Cyanobacteria
75491,75492.jpg,dn_20210111,detritus
75518,75519.jpg,dn_20210122,Cyanobacteria
75520,75521.jpg,dn_20210111,detritus
75531,75532.jpg,dn_20210122,Eucampia
75538,75539.jpg,dn_20210111,transparent
75551,75552.jpg,dn_20210111,round cells
75560,75561.jpg,hsn_20201227,detritus
75565,75566.jpg,dn_20210111,detritus
75589,75590.jpg,hsn_20201227,nauplii
75593,75594.jpg,dn_20210122,Cyanobacteria
75598,75599.jpg,dn_20210111,Neoceratium pentagonum
75603,75604.jpg,dn_20210122,Cyanobacteria
75640,75641.jpg,dn_20210111,detritus
75651,75652.jpg,dn_20210122,Cyanobacteria
75652,75653.jpg,dn_20210122,detritus
75680,75681.jpg,dn_20210111,Cyanobacteria
75687,75688.jpg,dn_20210114,detritus
75693,75694.jpg,dn_20210122,Cyanobacteria
75711,75712.jpg,hsn_20210120_4k,detritus
75717,75718.jpg,hsn_20210120_4k,detritus
75733,75734.jpg,dn_20210122,Cyanobacteria
75754,75755.jpg,dn_20210111,Rhizaria
75785,75786.jpg,dn_20210111,Bacillariophyta
75790,75791.jpg,dn_20210122,detritus
75796,75797.jpg,dn_20210114,detritus
75797,75798.jpg,hsn_20201227,detritus
75799,75800.jpg,dn_20210114,detritus
75800,75801.jpg,dn_20210111,rods
75814,75815.jpg,dn_20210111,detritus
75820,75821.jpg,dn_20210122,nauplii
75830,75831.jpg,dn_20210122,Cyanobacteria
75831,75832.jpg,dn_20210111,detritus
75835,75836.jpg,dn_20210114,detritus
75853,75854.jpg,dn_20210114,Dinophyceae X
75858,75859.jpg,dn_20210111,detritus
75863,75864.jpg,dn_20210111,detritus
75873,75874.jpg,hsn_20210120_4k,Cyanobacteria
75902,75903.jpg,dn_20210111,Neoceratium pentagonum
75909,75910.jpg,dn_20210122,detritus
75930,75931.jpg,hsn_20210120_4k,transparent
75932,75933.jpg,hsn_20201227,Copepoda
75942,75943.jpg,hsn_20210120_4k,detritus
75949,75950.jpg,dn_20210111,detritus
75950,75951.jpg,dn_20210122,detritus
75957,75958.jpg,hsn_20201227,transparent
75969,75970.jpg,dn_20210111,Steenstrupiella
76016,76017.jpg,hsn_20201227,transparent
76021,76022.jpg,dn_20210111,detritus
76042,76043.jpg,dn_20210122,Cyanobacteria
76045,76046.jpg,dn_20210111,round cells
76048,76049.jpg,dn_20210122,detritus
76051,76052.jpg,dn_20210111,round cells
76082,76083.jpg,dn_20210122,Cyanobacteria
76083,76084.jpg,hsn_20210120_4k,Hemiaulus
76088,76089.jpg,dn_20210114,nauplii
76090,76091.jpg,dn_20210111,Cyanobacteria
76113,76114.jpg,dn_20210122,Cyanobacteria
76121,76122.jpg,hsn_20210120_4k,detritus
76128,76129.jpg,hsn_20210120_4k,dry
76133,76134.jpg,hsn_20201227,detritus
76134,76135.jpg,dn_20210122,Diatoma
76137,76138.jpg,dn_20210111,detritus
76150,76151.jpg,dn_20210111,detritus
